,id,pdfs
8,TCS,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/e617aaed-ae26-4fc8-8a6e-d79f40adc7f0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=46524061-48f9-497c-8217-2a4ca8479900.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a54627e-6d57-4e58-a672-5f15cbeb3f7e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76ba7959-5943-41bd-9410-a53f3de41e26.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=745d6bd9-e798-419a-8d49-b6beef99ab47.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=76487354-b76f-4d21-8d70-d929f6b480a9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f424c104-aab6-47ba-9659-65a2ce5689e1.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2021-22/q3/Management%20Commentary/Transcript%20of%20the%20Q3%202021-22%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Jan%2012,%202022.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2021-22/q2/Management%20Commentary/Transcript%20of%20the%20Q2%202021-22%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Oct%208,%202021.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2021-22/q1/Management%20Commentary/Transcript%20of%20the%20Q1%202021-22%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Jul%208,%202021.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2020-21/q4/Management%20Commentary/Transcript%20of%20the%20Q4%202020-21%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Apr%2012,%202021.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2020-21/q3/Management%20Commentary/Transcript%20of%20the%20Q3%202020-21%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Jan%208,%202021.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2020-21/q2/Management%20Commentary/Transcript%20of%20the%20Q2%202020-21%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20Oct%20%207,%202020.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2020-21/q1/Management%20Commentary/Transcript%20of%20the%20Q1%202020-21%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20July%209,%202020.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2019-20/q4/Management%20Commentary/Transcript%20of%20the%20Q4%202019-20%20Earnings%20Conference%20Call%20held%20at%202000%20hrs%20IST%20on%20April%2016,%202020.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2019-20/q3/Management%20Commentary/Transcript%20of%20the%20Q3%202019-20%20Earnings%20Conference%20Call%20held%20at%201730%20hrs%20IST%20on%20January%2017,%202020.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2019-20/q2/Management%20Commentary/Transcript%20of%20the%20Q2%202019-20%20Earnings%20Conference%20Call%20held%20at%201900%20hrs%20IST%20on%20October%2010,%202019.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2019-20/q1/Management%20Commentary/Transcript%20of%20the%20Q1%202019-20%20Earnings%20Conference%20Call%20held%20at%201900%20hrs%20IST%20on%20July%209,%202019.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2018-19/q4/Management%20Commentary/Transcript%20of%20the%20Q4%202018-19%20Earnings%20Conference%20Call%20held%20at%201930%20hrs%20IST%20on%20April%2012,%202019.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2018-19/q3/Management%20Commentary/Transcript%20of%20the%20Q3%202018-19%20Earnings%20Conference%20Call%20held%20at%201900%20hrs%20IST%20on%20January%2010,%202019.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2018-19/q2/Management%20Commentary/Transcript%20of%20the%20Q2%202018-19%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20October%2011,%202018.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2018-19/q1/Management%20Commentary/Transcript%20of%20the%20Q1%202018-19%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20July%2010,%202018.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2017-18/q4/Management%20Commentary/Transcript%20of%20the%20Q4%202017-18%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20April%2019,%202018.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2017-18/q3/Management%20Commentary/Transcript%20of%20the%20Q3%202017-18%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20January%2011,%202018.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2017-18/q2/Management%20Commentary/Transcript%20of%20the%20Q2%202017-18%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20October%2012,%202017.pdf', 'https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2017-18/q1/Management%20Commentary/Transcript%20of%20the%20Q1%202017-18%20Earnings%20Conference%20Call%20held%20at%2019%2000%20hrs%20IST%20on%20July%2013,%202017.pdf']"
9,SUNPHARMA,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/788eb9c4-2be4-4e46-a1bc-045cc355fed6.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c02c76d9-0d38-41a3-8a4c-ae60c04d7c6b.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=146e73bc-f72d-4970-8bf4-85e4a62ab2f7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e485b9cb-e649-4a5b-a99b-bdf8198f3bf1.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ce16a4d-da5c-414e-ae88-048e3e9386e0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d6dc697-3de4-4ebd-98c7-bb4a1eae4f4c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29210495-3f9c-418e-ae83-9e7328b8e485.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c96f5127-18f1-4664-8ac5-5cca09a0d4be.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7a4d3ebd-410c-47fc-964a-76d80ffb8f53.pdf', 'https://sunpharma.com/wp-content/uploads/2021/08/FY22-Q1-Earnings-Call-Transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11d850b2-ea51-4b85-b41a-6fbe75675d86.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d619b226-40c2-4d83-b719-81a9d1ced632.pdf', 'https://sunpharma.com/wp-content/uploads/2021/02/FY21-Q3-Earnings-Call-Transcript.pdf', 'https://sunpharma.com/wp-content/uploads/2021/01/FY20-21-Q2-Earnings-Call-Transcript.pdf']"
10,SBIN,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a58f0d8-f71e-4d4d-8dab-6e3e21d65281.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d1a1746d-fa6e-48c4-bbab-c5b2e05ec4e7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0592b75-f3d7-4e58-b582-060c9cff3bda.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=98f6f60a-be7b-47bd-b961-71e79984bd2c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d4197c79-9542-46a6-8389-eab7b17f0b9d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=65e56f27-ce21-495d-91f2-9db0baa3cea3.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a89aeb98-b09e-4199-8993-da23e76f118f.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a7dbf75-41cf-4806-b4a7-ae3a976c42fd.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4fd42357-9d95-4e4c-b5d7-4e169643b94c.pdf', 'https://sbi.co.in/documents/17836/4840865/02082020_SBI+Q1FY21+ANALYST+CONFERENCE+CALL+TRANSCRIPT.pdf']"
11,SBILIFE,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/1ee74586-96d1-41e9-946b-e0a82ea87aa7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec3d7f21-5eea-44ba-a26d-3668396623c9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5201c8a5-51c7-4cb4-8ae3-a10beee39e9a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4e8730df-9ae3-4c4f-a26b-70d1aecdcf45.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9666be44-491a-4b88-beda-a5cec75ca6dd.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aac5b6b7-90e4-49d4-bbfb-209f5b49a710.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6bfa0d0-7274-4c87-b81e-5deb0625eccd.pdf']"
12,RELIANCE,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ef9baa21-923a-48ad-9fb7-2157af59ae16.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2fa506f-675b-46db-9f7b-26303a05d6b9.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c8c3f07-883a-476b-8fb2-8fe74078e9f5.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dfb275bd-fd47-4a38-964e-21a67e26b3c2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aa7a60c6-791d-4e59-94e6-9f94c3a506fc.pdf']"
13,POWERGRID,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/1bdbe665-975d-4e5a-9a39-689b5a6fff36.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c97c59ba-3350-42a5-9898-d18249c7a3a7.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8eca6e31-b4c8-4673-8e77-17a88fc9933e.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9ab59efa-be66-47f2-b8c3-1baa8ca5bc05.pdf', 'https://www.powergrid.in/sites/default/files/POWERGRID%20Q3%20FY%202020%20Earnings%20Conference%20Call%20Transcript.pdf', 'https://www.powergrid.in/sites/default/files/Q1_2019_20_Conference_Call_Transcript.pdf', 'https://www.powergrid.in/sites/default/files/Q4_FY_2019_Transcript.pdf', 'https://www.powergrid.in/sites/default/files/Concall_PowerGrid_31_Jan_2019.pdf']"
14,ONGC,['https://ongcindia.com/web/eng/transcription']
15,NTPC,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/77f1db12-a824-418f-b055-ac38bef62a09.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6ec1ef6-07eb-405c-bc7c-db2cb2f053e8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b961ed68-e005-45ae-9f0c-004caceef4e3.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bdd78ff3-a869-463a-9f2d-64d6abf1974b.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=767b3ba4-c5eb-421d-99ad-91a3e9939879.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4498483-cc32-4b84-8868-da779dac6533.pdf']"
16,NESTLEIND,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/51f589ba-8cc4-4dc1-8483-5790d410f3c1.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57b18a55-2938-4a2d-be61-e5c4f0cbc195.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c76ed253-7075-4364-97ae-7040bd89009a.pdf', 'https://www.nestle.in/sites/g/files/pydnoa451/files/investors/documents/analyst/nestle-india-transcript-analysts-meet-aug-21-2018.pdf', 'https://www.nestle.in/sites/g/files/pydnoa451/files/investors/documents/analyst/nestle-india-transcript-aug-24-2017.pdf']"
17,MARUTI,"['https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call_Maruti_Suzuki_Q1_FY24.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q4_FY23_New.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q3_FY_23.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call_Maruti_Suzuki_Q2_FY_23.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call_Maruti_Suzuki_Q1_FY23.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q3_FY22.pdf', ""https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q1_FY'22.pdf"", 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript-earnings-call-Maruti-Suzuki-Q4-FY-21.pdf', ""https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call_Maruti_Suzuki_Q3_FY'21.pdf"", ""https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call_Maruti_Suzuki_Q2_FY'21.pdf"", ""https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q1FY'21.pdf"", 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcript_earnings_call-Maruti_Suzuki_Q4F_20_and_full_year_FY20.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti%20Suzuki_Q2FY20_and_H1FY20_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q1FY20_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q4FY19_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q3FY19_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Q2FY19_and_H1FY19_Investor_Conference_Call_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q1FY19_Investor_Concall_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Transcript-for-Q3FY18-Concall.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q2FY18_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q4FY17-Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Maruti_Suzuki_Q3FY17_Transcript.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcription_of_Maruti_Suzuki-Q1_FY_17.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcription_of_Maruti_Suzuki-26th_April_2016.pdf', 'https://marutistoragenew.blob.core.windows.net/msilintiwebpdf/Transcription_of_Maruti-28th_Jan_2016_final.pdf']"
18,M&M,"['https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=197cf566-5998-4bd0-af67-17bcaa2fc96b.pdf', 'https://www.mahindra.com/sites/default/files/2023-08/TRANSCRIPT%20-%20M%26M%20Q1F24%20Earnings%20Call%20-%204th%20Aug%202023%20-%20FINAL_0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aeef931a-9ed7-4845-ae5c-2794d92206f9.pdf', 'https://www.mahindra.com/resources/investor-reports/FY22/Earnings%20Update/TRANSCRIPT-MM-Q3FY22-Earnings-Call-10th-Feb-2022-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY22/Earnings%20Update/TRANSCRIPT-MM-Q2FY22-Earnings-Call-9th-Nov-2021-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY22/Earnings%20Update/TRANSCRIPT-MM-Q1FY22-Earnings-Call-6th-Aug-2021-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY21/Earnings%20Update/TRANSCRIPT-M-M-Annual-Analyst-Meet-28th-May-2021-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY21/Earnings%20Update/TRANSCRIPT-M-M-Q3FY21-Earnings-call-5th-Feb-2021-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY21/Earnings%20Update/TRANSCRIPT-M-M-Q2FY21-Earnings-call-10th-Nov-2020-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY21/Earnings%20Update/TRANSCRIPT-M&M-Q1FY21-Earnings-call-7-Aug-2020.pdf', 'https://www.mahindra.com/resources/investor-reports/FY20/Earnings%20Update/TRANSCRIPT-M-M-Q3FY20-Earnings-Call-11th-Feb-2020.pdf', 'https://www.mahindra.com/resources/investor-reports/FY20/Earnings%20Update/TRANSCRIPT-MM-Q2FY20-Earnings-Call-8th-Nov-2019.pdf', 'https://www.mahindra.com/resources/investor-reports/FY20/Earnings%20Update/TRANSCRIPT-M-M-Q1FY20-Earnings-Con-call-7th-Aug-2019.pdf', 'https://www.mahindra.com/resources/investor-reports/FY19/Earnings%20Update/TRANSCRIPT-MM-Q3FY19-Earnings-Call-8th%20Feb-2019-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY19/Earnings%20Update/TRANSCRIPT-M&M-Q2FY19-Earnings-Con-call-14th-Nov-2018-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY19/Earnings%20Update/TRANSCRIPT-MM-Q1FY19-Earnings-Call-7th-Aug-2018-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY18/Earnings%20Update/TRANSCRIPT-MM-Q3FY18-Earnings-Con-call-9th-Feb-2018-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY18/Earnings%20Update/M-and-M-Q2FY18-Earnings-Call-Transcript.pdf', 'https://www.mahindra.com/resources/investor-reports/FY18/Earnings%20Update/TRANSCRIPT-MandM-Q1FY18-Earnings-Call-04-Aug-2017.pdf', 'https://www.mahindra.com/resources/investor-reports/FY17/Earnings%20Update/TRANSCRIPT-M&M-Q2FY17-Earnings-Call-11th-Nov-2016-FINAL.pdf', 'https://www.mahindra.com/resources/investor-reports/FY17/Earnings%20Update/TRANSCRIPT-M&M-Q1FY17-Earnings-Conference-Call-10th-Aug-2016-FINAL.pdf']"
19,LTIM,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/05c977ac-349f-4d9f-bc92-699d657d12ec.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1075737f-49c4-4a09-b844-a8617258a991.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1206435e-93f8-48f0-a37e-8eaac76cdb75.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8e91b93-b01d-4813-80de-c149f1411618.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e7df2e3-9628-467d-82dd-8b7ca2c806f8.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e20de2ac-c9d3-43c3-be45-25d5943af4ad.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=127349f5-965d-450d-b6ef-313fc0d8a8d2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d056134d-b064-4657-a13e-ec04a81dfb65.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e1ef5f3-73b7-4456-96a1-a6e4d455034b.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=43ede29c-d684-4b50-a09f-afb0ab859d6f.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=92474278-977f-4f53-9684-6fa786de949c.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8342fb9b-7309-4fc3-a2d8-f99c9ad843a0.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a33c93e6-9975-463e-9091-aa4f3f2231de.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8b23913f-7486-4bee-b271-79570b4e1e28.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b76558ec-9048-4062-9715-c28131d257c5.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3670da41-06b8-49bb-bda0-91505c683065.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a4f1bbb9-35d8-40d5-b2d8-c00f1f1f01d2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a42942d6-7f69-483a-80bb-0a9728304c1d.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1ff239e-f7f8-48d0-bb6a-3697d99f48a2.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f051c3e-f0c9-408c-a553-ea8c8343cb72.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6fd1a62-7c51-4f82-8cd8-f889cbb31a5a.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7b33e7d2-fdf9-41a8-8a6e-931f940527d8.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2018/06/LTI-Q4FY18-Earnings-Call-Transcript_v.1.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2018/02/LTI_Earnings_Call_Transcript-Q3FY18.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2017/11/LTI_Q2-FY18-Earnings-Call-Transcript.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f77e215-6665-4b16-89a0-ac44ef1a118e.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2017/08/LTI_Q1FY18-Earnings-Call-Transcript.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2017/05/LTI-Q4FY17-Earnings-Call-Transcript.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2017/05/LT-Infotech-Q3FY17-Earnings-Call-Transcript-3.pdf', 'https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=D80AF48A_C967_4514_9B60_0AF31DFCA98C_165717.pdf', 'https://www.lntinfotech.com/wp-content/uploads/2017/04/LTI-Q1FY17-Earnings-Call-Transcript_29072016-2.pdf']"
